chr,ps,AFD,maf,bpstart,bpend
2532,6811999,0.6690309999999999,0.477,6811999,6811999
2532,10155811,0.08550000000000002,0.343,10155811,10155811
2532,5978974,0.740741,0.473,5978974,5978974
2532,5324586,0.6851849999999999,0.431,5324586,5324586
2532,39827345,0.02324700000000001,0.133,39827345,39827345
2532,23728083,0.3806139999999999,0.129,23728083,23728083
2532,32192411,0.31481499999999996,0.219,32192411,32192411
2532,44497119,0.93617,0.30600000000000005,44497119,44497119
2532,34451910,0.819149,0.265,34451910,34451910
2532,17301807,0.15524099999999996,0.201,17301807,17301807
2532,39739973,0.33806099999999994,0.191,39739973,39739973
2532,34463207,0.9259259,0.33199999999999996,34463207,34463207
2532,30298706,0.15524100000000002,0.237,30298706,30298706
2532,24993285,0.527975,0.41,24993285,24993285
2532,13846989,0.6863670000000001,0.228,13846989,13846989
2532,7974832,0.9444444,0.378,7974832,7974832
2532,44104128,0.989362,0.31100000000000005,44104128,44104128
2532,1133386,0.05791999999999997,0.117,1133386,1133386
2532,40499180,0.87037,0.401,40499180,40499180
2532,9597460,0.7423164,0.29300000000000004,9597460,9597460
2532,4074223,0.680851,0.203,4074223,4074223
2532,20160978,0.296296,0.129,20160978,20160978
2532,13115464,0.452325,0.405,13115464,13115464
2532,33591096,0.9338064,0.378,33591096,33591096
2532,24663136,0.31442100000000006,0.323,24663136,24663136
2532,33682254,0.882979,0.226,33682254,33682254
2532,17879777,0.02797499999999997,0.171,17879777,17879777
2532,30677728,0.4602045,0.19599999999999995,30677728,30677728
2532,44521477,0.5468869999999999,0.42,44521477,44521477
2532,33751494,0.595745,0.19799999999999995,33751494,33751494
2532,20372657,0.07092200000000004,0.154,20372657,20372657
2532,31320515,0.2155245,0.10199999999999998,31320515,31320515
2532,33270534,0.585895,0.33199999999999996,33270534,33270534
2532,34832740,0.234043,0.155,34832740,34832740
2532,39685827,0.931048,0.30900000000000005,39685827,39685827
2532,30857470,0.07840800000000003,0.247,30857470,30857470
2532,26314091,0.240741,0.10399999999999998,26314091,26314091
2532,2605911,0.11111099999999996,0.11,2605911,2605911
2532,20132391,0.557525,0.385,20132391,20132391
2532,27957945,0.083924,0.343,27957945,27957945
2532,2638546,0.227344,0.18,2638546,2638546
2532,33263552,0.4814810000000001,0.343,33263552,33263552
2532,5899489,0.9708435,0.353,5899489,5899489
2532,28438689,0.600473,0.339,28438689,28438689
2532,34693735,0.01260899999999998,0.366,34693735,34693735
2532,26438719,0.23955899999999997,0.115,26438719,26438719
2532,40533638,0.468085,0.16300000000000003,40533638,40533638
2532,8058340,0.611111,0.438,8058340,8058340
2532,13175739,0.675729,0.33899999999999997,13175739,13175739
2532,27964579,0.5559495,0.17700000000000005,27964579,27964579
2532,17223701,0.32269499999999995,0.29,17223701,17223701
2532,1441116,0.425926,0.247,1441116,1441116
2532,4821346,0.6197790000000001,0.184,4821346,4821346
2532,28915659,0.0752560000000001,0.332,28915659,28915659
2532,30848314,0.09259300000000004,0.106,30848314,30848314
2532,28847705,0.335698,0.20299999999999996,28847705,28847705
2532,34517653,0.4444439999999999,0.348,34517653,34517653
2532,10664115,0.29984299999999997,0.451,10664115,10664115
2532,28059946,0.00236500000000006,0.118,28059946,28059946
2532,33166059,0.7048855,0.16400000000000003,33166059,33166059
2532,27972034,0.130417,0.113,27972034,27972034
2532,20436908,0.327817,0.394,20436908,20436908
2532,811203,0.819149,0.20799999999999996,811203,811203
2532,8758126,0.7155245,0.235,8758126,8758126
2532,23572454,0.308905,0.12,23572454,23572454
2532,31407368,0.462963,0.33,31407368,31407368
2532,28455765,0.776596,0.31999999999999995,28455765,28455765
2532,17648269,0.15563499999999997,0.171,17648269,17648269
2532,5293059,0.333333,0.193,5293059,5293059
2532,20048898,0.05516200000000004,0.138,20048898,20048898
2532,4781508,0.05555600000000005,0.108,4781508,4781508
2532,40425829,0.08550000000000002,0.479,40425829,40425829
2532,6954825,0.453901,0.477,6954825,6954825
2532,32070649,0.555949,0.147,32070649,32070649
2532,42882479,0.9231674,0.378,42882479,42882479
2532,1457126,0.190307,0.168,1457126,1457126
2532,40854325,0.296296,0.143,40854325,40854325
2532,13983457,0.33609199999999995,0.3,13983457,13983457
2532,13681226,0.06777,0.258,13681226,13681226
2532,8706779,0.9444444,0.357,8706779,8706779
2532,8940853,0.240741,0.127,8940853,8940853
2532,378288,0.481481,0.415,378288,378288
2532,17416188,0.00984999999999991,0.143,17416188,17416188
2532,5114291,0.240741,0.164,5114291,5114291
2532,9956137,0.28526399999999996,0.297,9956137,9956137
2532,9968497,0.1375099999999999,0.15,9968497,9968497
2532,4341701,0.166667,0.111,4341701,4341701
2532,20337638,0.01378999999999996,0.102,20337638,20337638
2532,24903589,0.06579999999999997,0.111,24903589,24903589
2532,5267283,0.9814815,0.33399999999999996,5267283,5267283
2532,9953904,0.248621,0.147,9953904,9953904
2532,31181915,0.15996900000000003,0.148,31181915,31181915
2532,5039903,0.361702,0.113,5039903,5039903
2532,31369752,0.18518500000000004,0.133,31369752,31369752
2532,26613499,0.5457049999999999,0.239,26613499,26613499
2532,13411277,0.240741,0.136,13411277,13411277
2532,41869187,0.888889,0.424,41869187,41869187
2532,4827041,0.060284,0.166,4827041,4827041
2532,5628536,0.548069,0.171,5628536,5628536
2532,11143293,0.20606800000000003,0.251,11143293,11143293
2532,28325430,0.808511,0.33599999999999997,28325430,28325430
2532,40907638,0.12963000000000002,0.136,40907638,40907638
2532,11060316,0.35933760000000003,0.383,11060316,11060316
2532,11090437,0.37234,0.482,11090437,11090437
2532,33089166,0.22104040000000005,0.16400000000000003,33089166,33089166
2532,8056219,0.689125,0.283,8056219,8056219
2532,27895393,0.12963000000000002,0.129,27895393,27895393
2532,7536697,0.12963000000000002,0.101,7536697,7536697
2532,30427033,0.04176499999999994,0.101,30427033,30427033
2532,6871720,0.240741,0.196,6871720,6871720
2532,34244989,0.755319,0.19299999999999995,34244989,34244989
2532,30398357,0.22222200000000003,0.12,30398357,30398357
2532,13682298,0.09416800000000004,0.284,13682298,13682298
2532,1438008,0.42041000000000006,0.231,1438008,1438008
2532,10158656,0.09653300000000008,0.313,10158656,10158656
2532,23817460,0.28289999999999993,0.246,23817460,23817460
2532,10065047,0.14539000000000002,0.108,10065047,10065047
2532,29026562,0.11071700000000008,0.155,29026562,29026562
2532,21267251,0.06974000000000002,0.15,21267251,21267251
2532,9678346,0.02364100000000002,0.359,9678346,9678346
2532,31810825,0.9708435,0.32499999999999996,31810825,31810825
2532,8733125,0.670213,0.265,8733125,8733125
2532,28011564,0.11623299999999992,0.11,28011564,28011564
2532,43413901,0.711584,0.489,43413901,43413901
2532,5175586,0.08550000000000002,0.164,5175586,5175586
2532,12429726,0.30102439999999997,0.16600000000000004,12429726,12429726
2532,39605323,0.968085,0.28600000000000003,39605323,39605323
2532,6166458,0.9074074,0.41,6166458,6166458
2532,15262599,0.259259,0.157,15262599,15262599
2532,20067309,0.2903859999999999,0.147,20067309,20067309
2532,1531352,0.35973199999999994,0.217,1531352,1531352
2532,40507833,0.9259259,0.345,40507833,40507833
2532,4500216,0.35185200000000005,0.231,4500216,4500216
2532,26621924,0.9046489,0.369,26621924,26621924
2532,33846754,0.574074,0.316,33846754,33846754
2532,31656917,0.37037,0.3,31656917,31656917
2532,6713455,0.07052800000000004,0.18,6713455,6713455
2532,30248690,0.00354599999999993,0.136,30248690,30248690
2532,11923379,0.856974,0.33399999999999996,11923379,11923379
2532,16021841,0.1942475,0.10599999999999998,16021841,16021841
2532,4607837,0.9814815,0.32199999999999995,4607837,4607837
2532,11629345,0.03309699999999993,0.343,11629345,11629345
2532,25823672,0.33569800000000005,0.239,25823672,25823672
2532,4499044,0.240741,0.235,4499044,4499044
2532,41879347,0.2316779999999999,0.334,41879347,41879347
2532,34836037,0.22340400000000005,0.186,34836037,34836037
2532,6114981,0.388889,0.274,6114981,6114981
2532,820002,0.785658,0.468,820002,820002
2532,39856807,0.27777799999999997,0.15,39856807,39856807
2532,9025312,0.952325,0.4310000000000001,9025312,9025312
2532,34986716,0.12963000000000002,0.118,34986716,34986716
2532,24072342,0.26044100000000003,0.488,24072342,24072342
2532,9968894,0.169819,0.445,9968894,9968894
2532,30640706,0.601655,0.311,30640706,30640706
2532,5257806,1,0.33899999999999997,5257806,5257806
2532,33266470,0.537037,0.309,33266470,33266470
2532,4278562,0.5878645,0.29500000000000004,4278562,4278562
2532,8688506,0.9444444,0.36,8688506,8688506
2532,16453299,0.13593299999999997,0.11,16453299,16453299
2532,16129417,0.13475199999999998,0.145,16129417,16129417
2532,33196792,0.414894,0.141,33196792,33196792
2532,34605142,0.740741,0.489,34605142,34605142
2532,30360640,0.436564,0.125,30360640,30360640
2532,44594277,0.399133,0.14,44594277,44594277
2532,30855190,0.952325,0.355,30855190,30855190
2532,12424334,0.15760399999999997,0.102,12424334,12424334
2532,919824,0.37234,0.178,919824,919824
2532,30444428,0.5295504,0.18700000000000008,30444428,30444428
2532,4827570,0.361702,0.127,4827570,4827570
2532,23017176,0.19542899999999996,0.244,23017176,23017176
2532,31869460,0.7474385,0.267,31869460,31869460
2532,9172474,0.12687099999999996,0.117,9172474,9172474
2532,5320579,0.166667,0.154,5320579,5320579
2532,33237583,0.537037,0.318,33237583,33237583
2532,28093323,0.462963,0.403,28093323,28093323
2532,355412,0.16351400000000005,0.221,355412,355412
2532,6166246,0.8431835,0.345,6166246,6166246
2532,2846875,0.166667,0.141,2846875,2846875
2532,5085334,0.22222200000000003,0.207,5085334,5085334
2532,1245742,0.549252,0.496,1245742,1245742
2532,33831382,0.7765960000000001,0.233,33831382,33831382
2532,17687976,0.01182099999999997,0.223,17687976,17687976
2532,44505270,0.914894,0.30400000000000005,44505270,44505270
2532,17730063,0.01418399999999997,0.382,17730063,17730063
2532,20816149,0.35185200000000005,0.253,20816149,20816149
2532,14919933,0.556343,0.283,14919933,14919933
2532,30210732,0.8967693999999999,0.4449999999999999,30210732,30210732
2532,27588373,0.08983440000000001,0.10399999999999998,27588373,27588373
2532,9963473,0.34475900000000004,0.47,9963473,9963473
2532,10990630,0.4405039999999999,0.383,10990630,10990630
2532,40908334,0.243105,0.191,40908334,40908334
2532,15192626,0.271474,0.11,15192626,15192626
2532,4413885,0.15011799999999997,0.207,4413885,4413885
2532,27364868,0.211584,0.166,27364868,27364868
2532,4510291,0.833333,0.461,4510291,4510291
2532,8756613,0.02521600000000001,0.265,8756613,8756613
2532,23718925,0.405832,0.376,23718925,23718925
2532,24886194,0.3538215,0.17800000000000005,24886194,24886194
2532,17767310,0.10835300000000005,0.111,17767310,17767310
2532,12213321,0.09653300000000008,0.367,12213321,12213321
2532,13888376,0.665091,0.233,13888376,13888376
2532,13739457,0.5681639999999999,0.4419999999999999,13739457,13739457
2532,25174044,0.05279699999999998,0.12,25174044,25174044
2532,5403971,0.43616999999999995,0.102,5403971,5403971
2532,31994442,0.04688699999999998,0.136,31994442,31994442
2532,21661783,0.00669799999999998,0.187,21661783,21661783
2532,16875663,0.28250600000000003,0.403,16875663,16875663
2532,16395166,0.22813199999999997,0.47,16395166,16395166
2532,8576180,0.117021,0.408,8576180,8576180
2532,2610805,0.19306599999999996,0.125,2610805,2610805
2532,43111048,0.211584,0.102,43111048,43111048
2532,31192429,0.2316779999999999,0.111,31192429,31192429
2532,31989863,0.382979,0.108,31989863,31989863
2532,5429927,0.259259,0.207,5429927,5429927
2532,15311448,0.01497200000000009,0.161,15311448,15311448
2532,15649597,0.403073,0.498,15649597,15649597
2532,30355632,0.497242,0.352,30355632,30355632
2532,31433557,0.700157,0.32899999999999996,31433557,31433557
2532,35272784,1,0.31299999999999994,35272784,35272784
2532,33105609,0.3967689999999999,0.306,33105609,33105609
2532,13160850,0.230103,0.33599999999999997,13160850,13160850
2532,13835008,0.333333,0.208,13835008,13835008
2532,4030448,0.32978700000000005,0.12,4030448,4030448
2532,33709797,0.777778,0.357,33709797,33709797
2532,5602126,0.2167060000000001,0.184,5602126,5602126
2532,14341846,0.4125291,0.30700000000000005,14341846,14341846
2532,32152575,0.3967689999999999,0.302,32152575,32152575
2532,4872737,0.166667,0.171,4872737,4872737
2532,6726284,0.10047299999999992,0.108,6726284,6726284
2532,9447278,0.764381,0.454,9447278,9447278
2532,417798,0.5,0.399,417798,417798
2532,4827698,0.325847,0.385,4827698,4827698
2532,35192782,0.14814799999999995,0.12,35192782,35192782
2532,16719306,0.08904600000000007,0.256,16719306,16719306
2532,32228590,0.22222200000000003,0.207,32228590,32228590
2532,18475147,0.38219099999999995,0.431,18475147,18475147
2532,24502149,0.17336400000000002,0.364,24502149,24502149
2532,5986194,0.240741,0.189,5986194,5986194
2532,5702992,0.248621,0.178,5702992,5702992
2532,3835021,0.9814815,0.32199999999999995,3835021,3835021
2532,40953687,0.06067800000000001,0.127,40953687,40953687
2532,29123148,0.604413,0.32199999999999995,29123148,29123148
2532,9954908,0.311662,0.246,9954908,9954908
2532,418783,0.5,0.406,418783,418783
2532,31385459,0.3644605,0.17700000000000005,31385459,31385459
2532,7750515,0.537037,0.276,7750515,7750515
2532,41206136,0.249803,0.468,41206136,41206136
2532,21197483,7.880000000000109e-4,0.138,21197483,21197483
2532,10320081,0.378251,0.334,10320081,10320081
2532,5022509,0.5555559999999999,0.283,5022509,5022509
2532,7322818,0.12963000000000002,0.198,7322818,7322818
2532,8669301,0.250197,0.111,8669301,8669301
2532,4646857,0.296296,0.175,4646857,4646857
2532,21965711,0.008274,0.104,21965711,21965711
2532,39740298,0.37234,0.171,39740298,39740298
2532,5029393,0.05555600000000005,0.127,5029393,5029393
2532,14115850,0.407407,0.247,14115850,14115850
2532,20595155,0.13711599999999996,0.36,20595155,20595155
2532,27980097,0.3857360000000001,0.171,27980097,27980097
2532,833962,0.541371,0.454,833962,833962
2532,10829607,0.259259,0.247,10829607,10829607
2532,41133610,0.35185200000000005,0.261,41133610,41133610
2532,40863451,0.888889,0.406,40863451,40863451
2532,17208282,0.02718700000000007,0.362,17208282,17208282
2532,41976658,0.4814810000000001,0.355,41976658,41976658
2532,3343127,0.22222200000000003,0.18,3343127,3343127
2532,43713309,0.904255,0.31299999999999994,43713309,43713309
2532,20124973,0.202522,0.295,20124973,20124973
2532,33614460,0.548069,0.223,33614460,33614460
2532,16812150,0.2048850000000001,0.115,16812150,16812150
2532,33592353,0.989362,0.31999999999999995,33592353,33592353
2532,28947525,0.01970000000000005,0.216,28947525,28947525
2532,9768131,0.4657214,0.20299999999999996,9768131,9768131
2532,33831785,0.203704,0.127,33831785,33831785
2532,34642654,0.388889,0.212,34642654,34642654
2532,6590816,0.777778,0.475,6590816,6590816
2532,4106488,0.3806142,0.366,4106488,4106488
2532,5987849,0.9814815,0.36,5987849,5987849
2532,27718595,0.22222200000000003,0.129,27718595,27718595
2532,39541646,0.957447,0.29000000000000004,39541646,39541646
2532,15270591,0.812056,0.43799999999999994,15270591,15270591
2532,5767310,0.203704,0.237,5767310,5767310
2532,30511162,0.240741,0.216,30511162,30511162
2532,5182115,0.462963,0.15900000000000003,5182115,5182115
2532,44055313,0.674547,0.481,44055313,44055313
2532,39785729,0.4814810000000001,0.309,39785729,39785729
2532,6081175,0.962963,0.32999999999999996,6081175,6081175
2532,5889893,0.9338064,0.396,5889893,5889893
2532,375813,0.240741,0.18,375813,375813
2532,11506530,0.22104040000000005,0.113,11506530,11506530
2532,4606769,0.888889,0.493,4606769,4606769
2532,9104639,0.8274233999999999,0.36,9104639,9104639
2532,8245638,0.594957,0.466,8245638,8245638
2532,6277471,0.296296,0.23,6277471,6277471
2532,4378920,0.853821,0.29,4378920,4378920
2532,6080638,0.888889,0.359,6080638,6080638
2532,13883788,0.756501,0.4489999999999999,13883788,13883788
2532,19707016,0.18951899999999997,0.367,19707016,19707016
2532,29043352,0.367218,0.364,29043352,29043352
2532,31162717,0.27659599999999995,0.152,31162717,31162717
2532,5133537,0.35658,0.214,5133537,5133537
2532,32337796,0.617021,0.19399999999999995,32337796,32337796
2532,15978091,0.06304199999999993,0.311,15978091,15978091
2532,27292476,0.760835,0.334,27292476,27292476
2532,11975526,0.0311269999999999,0.157,11975526,11975526
2532,8105438,0.574074,0.403,8105438,8105438
2532,20374784,0.04294700000000007,0.111,20374784,20374784
2532,33563117,0.308511,0.125,33563117,33563117
2532,10457030,0.409772,0.14,10457030,10457030
2532,7484275,0.02718700000000007,0.133,7484275,7484275
2532,2036565,0.319937,0.306,2036565,2036565
2532,2383507,0.638298,0.118,2383507,2383507
2532,43510931,0.203704,0.177,43510931,43510931
2532,8212939,0.989362,0.357,8212939,8212939
2532,26347284,0.2557130000000001,0.168,26347284,26347284
2532,7388850,0.31481499999999996,0.203,7388850,7388850
2532,28845412,0.202522,0.122,28845412,28845412
2532,10588477,0.1946414,0.20699999999999996,10588477,10588477
2532,28542630,0.8542164,0.366,28542630,28542630
2532,5298006,0.537037,0.366,5298006,5298006
2532,9100456,0.431048,0.212,9100456,9100456
2532,5966212,0.9708435,0.355,5966212,5966212
2532,19635035,0.01497200000000009,0.164,19635035,19635035
2532,6623339,0.9814815,0.401,6623339,6623339
2532,17743314,0.084318,0.383,17743314,17743314
2532,13803068,0.09219900000000004,0.133,13803068,13803068
2532,5938347,0.861702,0.325,5938347,5938347
2532,33224436,0.574074,0.415,33224436,33224436
2532,697887,0.64933,0.401,697887,697887
2532,26715495,0.296296,0.201,26715495,26715495
2532,39740033,0.6851849999999999,0.327,39740033,39740033
2532,43080525,0.05910199999999999,0.327,43080525,43080525
2532,17763992,0.01457799999999998,0.283,17763992,17763992
2532,4009706,0.518519,0.299,4009706,4009706
2532,5188750,0.651694,0.191,5188750,5188750
2532,39610953,0.968085,0.28400000000000003,39610953,39610953
2532,28960581,0.333333,0.164,28960581,28960581
2532,33700098,0.18518500000000004,0.125,33700098,33700098
2532,5679851,0.312056,0.251,5679851,5679851
2532,22209921,0.3486993,0.346,22209921,22209921
2532,415396,0.9204098,0.329,415396,415396
2532,5237088,0.711584,0.498,5237088,5237088
2532,40340429,0.851064,0.30900000000000005,40340429,40340429
2532,9608592,0.542159,0.445,9608592,9608592
2532,31837299,0.518519,0.246,31837299,31837299
2532,10332890,0.6091415,0.265,10332890,10332890
2532,31381445,0.22222200000000003,0.143,31381445,31381445
2532,41134951,0.333333,0.201,41134951,41134951
2532,41195208,0.23364799999999997,0.463,41195208,41195208
2532,17496669,0.02167099999999999,0.111,17496669,17496669
2532,31412688,0.740741,0.43500000000000005,31412688,31412688
2532,16442124,0.22340400000000005,0.117,16442124,16442124
2532,33258214,0.489362,0.336,33258214,33258214
2532,27722042,0.43026,0.399,27722042,27722042
2532,21586986,0.35973199999999994,0.198,21586986,21586986
2532,25542957,0.468085,0.348,25542957,25542957
2532,9123022,0.404255,0.198,9123022,9123022
2532,15367025,0.189125,0.38,15367025,15367025
2532,7031933,0.759259,0.484,7031933,7031933
2532,13759598,0.240741,0.182,13759598,13759598
2532,5141504,0.462963,0.334,5141504,5141504
2532,4754760,0.485816,0.382,4754760,4754760
2532,43713006,0.989362,0.32899999999999996,43713006,43713006
2532,31199680,0.827817,0.387,31199680,31199680
2532,31805057,0.28211200000000003,0.41,31805057,31805057
2532,40782034,0.407407,0.24,40782034,40782034
2532,60769,0.6189917,0.47,60769,60769
2532,18015424,0.06501199999999996,0.233,18015424,18015424
2532,17132474,0.14223799999999998,0.24,17132474,17132474
2532,31301585,0.9444444,0.33199999999999996,31301585,31301585
2532,40813578,0.259259,0.129,40813578,40813578
2532,30656940,0.259259,0.226,30656940,30656940
2532,40014843,0.37234,0.11,40014843,40014843
2532,22614608,0.0137904,0.118,22614608,22614608
2532,10339243,0.21119,0.154,10339243,10339243
2532,33917096,0.07643900000000003,0.129,33917096,33917096
2532,5275871,1,0.33599999999999997,5275871,5275871
2532,30267046,0.15287599999999998,0.373,30267046,30267046
2532,6747220,0.7368005,0.276,6747220,6747220
2532,14919800,0.265957,0.113,14919800,14919800
2532,31657779,0.33963699999999997,0.496,31657779,31657779
2532,5133895,0.090623,0.131,5133895,5133895
2532,5242561,0.28526399999999996,0.295,5242561,5242561
2532,11627694,0.10086699999999998,0.306,11627694,11627694
2532,32267663,0.520883,0.389,32267663,32267663
2532,40729869,0.833333,0.479,40729869,40729869
2532,27678967,0.13829800000000003,0.11,27678967,27678967
2532,31253876,0.5925929999999999,0.479,31253876,31253876
2532,30334274,0.19188300000000005,0.104,30334274,30334274
2532,10452948,0.28565799999999997,0.171,10452948,10452948
2532,8868183,0.26713999999999993,0.147,8868183,8868183
2532,17742454,0.10992899999999994,0.124,17742454,17742454
2532,36935102,0.368401,0.184,36935102,36935102
2532,20375924,0.26122900000000004,0.309,20375924,20375924
2532,44495069,0.325059,0.178,44495069,44495069
2532,15497921,0.318755,0.479,15497921,15497921
2532,11623665,0.333333,0.272,11623665,11623665
2532,5497335,0.008668,0.182,5497335,5497335
2532,10653381,0.16036300000000003,0.251,10653381,10653381
2532,8090614,0.22222200000000003,0.2,8090614,8090614
2532,4690367,0.2029160000000001,0.297,4690367,4690367
2532,43111364,0.01694299999999993,0.235,43111364,43111364
2532,4443874,0.259259,0.148,4443874,4443874
2532,13177377,0.6863670000000001,0.31599999999999995,13177377,13177377
2532,270671,0.814815,0.454,270671,270671
2532,24205767,0.05673700000000004,0.277,24205767,24205767
2532,35271015,1,0.30200000000000005,35271015,35271015
2532,832109,0.739559,0.237,832109,832109
2532,29105867,0.23010299999999995,0.125,29105867,29105867
2532,4826271,0.5665870000000001,0.18,4826271,4826271
2532,1371025,0.2856577,0.244,1371025,1371025
2532,5893229,0.952325,0.345,5893229,5893229
2532,44046429,0.989362,0.33399999999999996,44046429,44046429
2532,44617239,0.312056,0.269,44617239,44617239
2532,1887518,0.297872,0.111,1887518,1887518
2532,44542119,0.07367999999999997,0.117,44542119,44542119
2532,40578061,0.349093,0.239,40578061,40578061
2532,31441623,0.322695,0.422,31441623,31441623
2532,28233219,1,0.345,28233219,28233219
2532,9927115,0.008274,0.101,9927115,9927115
2532,23534328,0.367218,0.155,23534328,23534328
2532,44523409,0.259259,0.189,44523409,44523409
2532,26423144,0.27777799999999997,0.133,26423144,26423144
2532,11896922,0.801418,0.373,11896922,11896922
2532,15582459,0.04452400000000001,0.207,15582459,15582459
2532,24975556,0.178093,0.442,24975556,24975556
2532,21903351,0.431048,0.244,21903351,21903351
2532,5659477,0.00669799999999998,0.304,5659477,5659477
2532,18014152,0.10953499999999994,0.127,18014152,18014152
2532,40864832,0.265957,0.136,40864832,40864832
2532,33814157,0.7671399999999999,0.452,33814157,33814157
2532,11891003,0.20094500000000004,0.247,11891003,11891003
2532,30953953,0.5133960000000001,0.173,30953953,30953953
2532,11425024,0.17691099999999993,0.157,11425024,11425024
2532,41977816,0.3065399999999999,0.251,41977816,41977816
2532,4370014,0.382979,0.111,4370014,4370014
2532,4542832,0.574074,0.412,4542832,4542832
2532,33122821,0.4574470000000001,0.147,33122821,33122821
2532,10178702,0.264381,0.249,10178702,10178702
2532,16691919,0.328999,0.491,16691919,16691919
2532,20612093,0.008668,0.117,20612093,20612093
2532,8891533,0.361702,0.11,8891533,8891533
2532,22239104,0.02994399999999997,0.11,22239104,22239104
2532,13161640,0.06501199999999996,0.208,13161640,13161640
2532,16374660,0.05634299999999992,0.17,16374660,16374660
2532,6724383,0.9495665,0.353,6724383,6724383
2532,13694413,0.310481,0.493,13694413,13694413
2532,12766150,0.417651,0.353,12766150,12766150
2532,6601144,0.0350674,0.15700000000000003,6601144,6601144
2532,14923022,0.600473,0.419,14923022,14923022
2532,418223,0.462963,0.385,418223,418223
2532,32037394,0.166667,0.129,32037394,32037394
2532,34680961,0.523641,0.389,34680961,34680961
2532,10825993,0.02600499999999994,0.38,10825993,10825993
2532,6291948,0.7687155,0.29000000000000004,6291948,6291948
2532,13113554,0.42829000000000006,0.184,13113554,13113554
2532,43805119,0.361702,0.207,43805119,43805119
2532,40880028,0.3167844,0.231,40880028,40880028
2532,6054725,0.35185200000000005,0.147,6054725,6054725
2532,10002188,0.31442100000000006,0.231,10002188,10002188
2532,2655017,0.130417,0.387,2655017,2655017
2532,4596016,0.9814815,0.32299999999999995,4596016,4596016
2532,30951728,0.14814799999999995,0.115,30951728,30951728
2532,43594022,0.12647700000000006,0.118,43594022,43594022
2532,33770831,0.259259,0.155,33770831,33770831
2532,40453938,0.138298,0.15900000000000003,40453938,40453938
2532,34578745,0.851064,0.272,34578745,34578745
2532,40363001,0.203704,0.157,40363001,40363001
2532,37277,0.657998,0.362,37277,37277
2532,7328624,0.777778,0.484,7328624,7328624
2532,6588000,0.04137100000000005,0.428,6588000,6588000
2532,13172481,0.507881,0.436,13172481,13172481
2532,31946696,0.19818800000000003,0.191,31946696,31946696
2532,40669884,0.5197,0.451,40669884,40669884
2532,3343763,0.904255,0.29300000000000004,3343763,3343763
2532,22098045,0.308905,0.205,22098045,22098045
2532,28298975,1,0.364,28298975,28298975
2532,7747616,0.574468,0.242,7747616,7747616
2532,4965812,0.234831,0.237,4965812,4965812
2532,21729272,0.08116699999999999,0.249,21729272,21729272
2532,43460355,0.978723,0.31999999999999995,43460355,43460355
2532,30505680,0.6174149,0.32499999999999996,30505680,30505680
2532,33233477,0.851852,0.489,33233477,33233477
2532,7373392,0.343183,0.398,7373392,7373392
2532,8758457,0.472025,0.385,8758457,8758457
2532,14377734,0.13317599999999996,0.113,14377734,14377734
2532,15187403,0.17060700000000006,0.143,15187403,15187403
2532,31277553,0.7399530000000001,0.279,31277553,31277553
2532,5783255,0.26713999999999993,0.17,5783255,5783255
2532,28302123,0.22222200000000003,0.147,28302123,28302123
2532,5598086,0.01103200000000004,0.104,5598086,5598086
2532,9189201,0.07013399999999992,0.286,9189201,9189201
2532,9249055,0.3676120000000001,0.205,9249055,9249055
2532,9009415,0.367218,0.251,9009415,9009415
2532,5100672,0.425926,0.226,5100672,5100672
2532,32047740,0.11347600000000002,0.148,32047740,32047740
2532,11520954,0.393223,0.431,11520954,11520954
2532,4332969,0.06737599999999999,0.18,4332969,4332969
2532,24994879,0.05240299999999998,0.106,24994879,24994879
2532,2649241,0.240741,0.161,2649241,2649241
2532,5108626,0.962963,0.346,5108626,5108626
2532,29020933,0.12766,0.113,29020933,29020933
2532,4984420,0.130811,0.276,4984420,4984420
2532,22707210,0.02482200000000001,0.111,22707210,22707210
2532,32149901,0.711584,0.463,32149901,32149901
2532,32475092,0.296296,0.136,32475092,32475092
2532,9691427,0.04373499999999997,0.314,9691427,9691427
2532,5793677,0.07407399999999997,0.111,5793677,5793677
2532,4885980,0.407407,0.214,4885980,4885980
2532,16538944,0.03309699999999993,0.18,16538944,16538944
2532,4629652,0.5,0.33,4629652,4629652
2532,4370869,0.277778,0.258,4370869,4370869
2532,5314065,0.518519,0.348,5314065,5314065
2532,5477645,1,0.357,5477645,5477645
2532,10952934,0.33569800000000005,0.39,10952934,10952934
2532,34849510,0.833333,0.4419999999999999,34849510,34849510
2532,6183055,0.37037,0.235,6183055,6183055
2532,32202845,0.470843,0.325,32202845,32202845
2532,13391623,0.297872,0.413,13391623,13391623
2532,37322,0.166667,0.101,37322,37322
2532,376218,0.962963,0.327,376218,376218
2532,11780941,0.618992,0.488,11780941,11780941
2532,17733436,0.04176499999999994,0.129,17733436,17733436
2532,9909835,0.3486994,0.21699999999999997,9909835,9909835
2532,5529961,0.989362,0.352,5529961,5529961
2532,2610790,0.09259300000000004,0.124,2610790,2610790
2532,26345645,0.3041767,0.17800000000000005,26345645,26345645
2532,30693563,0.537037,0.274,30693563,30693563
2532,43643554,0.468085,0.10199999999999998,43643554,43643554
2532,9683645,0.343183,0.136,9683645,9683645
2532,26617951,0.43616999999999995,0.161,26617951,26617951
2532,29040806,0.13711600000000002,0.14,29040806,29040806
